0.000000   -0.001648  -0.659180   3.017681
0.002500   -0.001648  0.000000   2.997906
0.005000   -0.001648  0.000000   2.997906
0.007500   0.006042  3.076172   2.905967
0.010000   0.029114  9.228516   2.723003
0.012500   0.063721  13.842773   2.587552
0.015000   0.106018  16.918945   2.498842
0.017500   0.155457  19.775391   2.417591
0.020000   0.214783  23.730469   2.306165
0.022500   0.286194  28.564453   2.172705
0.025000   0.371338  34.057617   2.025568
0.027500   0.459778  35.375977   1.992958
0.030000   0.548218  35.375977   1.995562
0.032500   0.643799  38.232422   1.923391
0.035000   0.740479  38.671875   1.914923
0.037500   0.834961  37.792969   1.940656
0.040000   0.936035  40.429688   1.875581
0.042500   1.039307  41.308594   1.856322
0.045000   1.137085  39.111328   1.915610
0.047500   1.235962  39.550781   1.907358
0.050000   1.338135  40.869141   1.876869
0.052500   1.439758  40.649414   1.885751
0.055000   1.545776  42.407227   1.844561
0.057500   1.654541  43.505859   1.820586
0.060000   1.764954  44.165039   1.807784
0.062500   1.875366  44.165039   1.811384
0.065000   1.987976  45.043945   1.793331
0.067500   2.105530  47.021484   1.748787
0.070000   2.217590  44.824219   1.806203
0.072500   2.330200  45.043945   1.804545
0.075000   2.443909  45.483398   1.797602
0.077500   2.558167  45.703125   1.796068
0.080000   2.681213  49.218750   1.715273
0.082500   2.804810  49.438477   1.714152
0.085000   2.930603  50.317383   1.697520
0.087500   3.058594  51.196289   1.681089
0.090000   3.194824  54.492188   1.609808
0.092500   3.333801  55.590820   1.589597
0.095000   3.467834  53.613281   1.638578
0.097500   3.605164  54.931641   1.613187
0.100000   3.746887  56.689453   1.578578
0.102500   3.887512  56.250000   1.592808
0.105000   4.025391  55.151367   1.621835
0.107500   4.161621  54.492188   1.641180
0.110000   4.295105  53.393555   1.670571
0.112500   4.431335  54.492188   1.650078
0.115000   4.563721  52.954102   1.689599
0.117500   4.695007  52.514648   1.704127
0.120000   4.824646  51.855469   1.723752
0.122500   4.958679  53.613281   1.687874
0.125000   5.085571  50.756836   1.758294
0.127500   5.209717  49.658203   1.788531
0.130000   5.336609  50.756836   1.767151
0.132500   5.469543  53.173828   1.715831
0.135000   5.604126  53.833008   1.705432
0.137500   5.739258  54.052734   1.705103
0.140000   5.879883  56.250000   1.660523
0.142500   6.027100  58.886719   1.607652
0.145000   6.174316  58.886719   1.612589
0.147500   6.320435  58.447266   1.627051
0.150000   6.463806  57.348633   1.655883
0.152500   6.613220  59.765625   1.608423
0.155000   6.762085  59.545898   1.618098
0.157500   6.907104  58.007813   1.656201
0.160000   7.052673  58.227539   1.656248
0.162500   7.204834  60.864258   1.604698
0.165000   7.351501  58.666992   1.656556
0.167500   7.495972  57.788086   1.680426
0.170000   7.644836  59.545898   1.647249
0.172500   7.798645  61.523438   1.610255
0.175000   7.945313  58.666992   1.676023
0.177500   8.089783  57.788086   1.699981
0.180000   8.235352  58.227539   1.695305
0.182500   8.381470  58.447266   1.695383
0.185000   8.525940  57.788086   1.714611
0.187500   8.670410  57.788086   1.719526
0.190000   8.818726  59.326172   1.691148
0.192500   8.968689  59.985352   1.682086
0.195000   9.115906  58.886719   1.710693
0.197500   9.261475  58.227539   1.729910
0.200000   9.414734  61.303711   1.669129
0.202500   9.566895  60.864258   1.683460
0.205000   9.716858  59.985352   1.707110
0.207500   9.864075  58.886719   1.735618
0.210000   10.017883  61.523438   1.684552
0.212500   10.165649  59.106445   1.740909
0.215000   10.312866  58.886719   1.750579
0.217500   10.466125  61.303711   1.704114
0.220000   10.622131  62.402344   1.686242
0.222500   10.773743  60.644531   1.728183
0.225000   10.924255  60.205078   1.742524
0.227500   11.079163  61.962891   1.710507
0.230000   11.235718  62.622070   1.701832
0.232500   11.394470  63.500977   1.688820
0.235000   11.554871  64.160156   1.680474
0.237500   11.720215  66.137695   1.645803
0.240000   11.881714  64.599609   1.681919
0.242500   12.039368  63.061523   1.718463
0.245000   12.199219  63.940430   1.705498
0.247500   12.360718  64.599609   1.697222
0.250000   12.516724  62.402344   1.747424
0.252500   12.672729  62.402344   1.752460
0.255000   12.834778  64.819336   1.708072
0.257500   12.990784  62.402344   1.762734
0.260000   13.142944  60.864258   1.799937
0.262500   13.299500  62.622070   1.768184
0.265000   13.459900  64.160156   1.741705
0.267500   13.613708  61.523438   1.801242
0.270000   13.768066  61.743164   1.801631
0.272500   13.930115  64.819336   1.743420
0.275000   14.088318  63.281250   1.779816
0.277500   14.248718  64.160156   1.766868
0.280000   14.412415  65.478516   1.745312
0.282500   14.581604  67.675781   1.706900
0.285000   14.748596  66.796875   1.729308
0.287500   14.917786  67.675781   1.717142
0.290000   15.093018  70.092773   1.675696
0.292500   15.263306  68.115234   1.718912
0.295000   15.431946  67.456055   1.736932
0.297500   15.603333  68.554688   1.720677
0.300000   15.769775  66.577148   1.764554
0.302500   15.932373  65.039063   1.800357
0.305000   16.094971  65.039063   1.805362
0.307500   16.260315  66.137695   1.788433
0.310000   16.421265  64.379883   1.828845
0.312500   16.578918  63.061523   1.860781
0.315000   16.742065  65.258789   1.820991
0.317500   16.904114  64.819336   1.834830
0.320000   17.063965  63.940430   1.857601
0.322500   17.230957  66.796875   1.805211
0.325000   17.401794  68.334961   1.780151
0.327500   17.568237  66.577148   1.819631
0.330000   17.736877  67.456055   1.807284
0.332500   17.914307  70.971680   1.744861
0.335000   18.086792  68.994141   1.787561
0.337500   18.262024  70.092773   1.771628
0.340000   18.446045  73.608398   1.711412
0.342500   18.624023  71.191406   1.761164
0.345000   18.798706  69.873047   1.791094
0.347500   18.977234  71.411133   1.767083
0.350000   19.154663  70.971680   1.780368
0.352500   19.326050  68.554688   1.831460
0.355000   19.500732  69.873047   1.811086
0.357500   19.672119  68.554688   1.841336
0.360000   19.839111  66.796875   1.880545
0.362500   20.006104  66.796875   1.885386
0.365000   20.180786  69.873047   1.830588
0.367500   20.349976  67.675781   1.877898
0.370000   20.519165  67.675781   1.882732
0.372500   20.696045  70.751953   1.828538
0.375000   20.866882  68.334961   1.879667
0.377500   21.037170  68.115234   1.888786
0.380000   21.212952  70.312500   1.851450
0.382500   21.390930  71.191406   1.839818
0.385000   21.564514  69.433594   1.877986
0.387500   21.741394  70.751953   1.857760
0.390000   21.919373  71.191406   1.854342
0.392500   22.095154  70.312500   1.875714
0.395000   22.272034  70.751953   1.872188
0.397500   22.454956  73.168945   1.832104
0.400000   22.631836  70.751953   1.881755
0.402500   22.810913  71.630859   1.870002
0.405000   22.997681  74.707031   1.818541
0.407500   23.177856  72.070313   1.871445
0.410000   23.356934  71.630859   1.884343
0.412500   23.542053  74.047852   1.844708
0.415000   23.720581  71.411133   1.897964
0.417500   23.899109  71.411133   1.902654
0.420000   24.086426  74.926758   1.843094
0.422500   24.266602  72.070313   1.899853
0.425000   24.444580  71.191406   1.920873
0.427500   24.626404  72.729492   1.896923
0.430000   24.803284  70.751953   1.938354
0.432500   24.978516  70.092773   1.955400
0.435000   25.160339  72.729492   1.910669
0.437500   25.338867  71.411133   1.939697
0.440000   25.515747  70.751953   1.956563
0.442500   25.697021  72.509766   1.928293
0.445000   25.884338  74.926758   1.888936
0.447500   26.070007  74.267578   1.905381
0.450000   26.262268  76.904297   1.863161
0.452500   26.455078  77.124023   1.863909
0.455000   26.644592  75.805664   1.891601
0.457500   26.837952  77.343750   1.869183
0.460000   27.033508  78.222656   1.858595
0.462500   27.223572  76.025391   1.901348
0.465000   27.417480  77.563477   1.878954
0.467500   27.604797  74.926758   1.929789
0.470000   27.788269  73.388672   1.961956
0.472500   27.973938  74.267578   1.950336
0.475000   28.159607  74.267578   1.954692
0.477500   28.340332  72.290039   1.995115
0.480000   28.528748  75.366211   1.943552
0.482500   28.714966  74.487305   1.963600
0.485000   28.899536  73.828125   1.979787
0.487500   29.088501  75.585938   1.952486
0.490000   29.278564  76.025391   1.948994
0.492500   29.465881  74.926758   1.972735
0.495000   29.663086  78.881836   1.907970
0.497500   29.859741  78.662109   1.915999
0.500000   30.054749  78.002930   1.931528
0.502500   30.255798  80.419922   1.894824
0.505000   30.451904  78.442383   1.932416
0.507500   30.645264  77.343750   1.955456
0.510000   30.847412  80.859375   1.900004
0.512500   31.042419  78.002930   1.952371
0.515000   31.235229  77.124023   1.971655
0.517500   31.435181  79.980469   1.926938
0.520000   31.627991  77.124023   1.979736
0.522500   31.823547  78.222656   1.964742
0.525000   32.024597  80.419922   1.931619
0.527500   32.220703  78.442383   1.969001
0.530000   32.417358  78.662109   1.969180
0.532500   32.618958  80.639648   1.939830
0.535000   32.816711  79.101563   1.969564
0.537500   33.019409  81.079102   1.940385
0.540000   33.218262  79.541016   1.969962
0.542500   33.411621  77.343750   2.011369
0.545000   33.609375  79.101563   1.985004
0.547500   33.806580  78.881836   1.992497
0.550000   34.002136  78.222656   2.007504
0.552500   34.207031  81.958008   1.948734
0.555000   34.409180  80.859375   1.970552
0.557500   34.611328  80.859375   1.974244
0.560000   34.821167  83.935547   1.928027
0.562500   35.026062  81.958008   1.963575
0.565000   35.234802  83.496094   1.942401
0.567500   35.445190  84.155273   1.935577
0.570000   35.651733  82.617188   1.963810
0.572500   35.862671  84.375000   1.939289
0.575000   36.069214  82.617188   1.970957
0.577500   36.270813  80.639648   2.006892
0.580000   36.479553  83.496094   1.963813
0.582500   36.681702  80.859375   2.010170
0.585000   36.882751  80.419922   2.020847
0.587500   37.089844  82.836914   1.984595
0.590000   37.292542  81.079102   2.016653
0.592500   37.500183  83.056641   1.987751
0.595000   37.710571  84.155273   1.973539
0.597500   37.918213  83.056641   1.994375
0.600000   38.131897  85.473633   1.959407
0.602500   38.344482  85.034180   1.969542
0.605000   38.558716  85.693359   1.962514
0.607500   38.781189  88.989258   1.915782
0.610000   38.995972  85.913086   1.965533
0.612500   39.210754  85.913086   1.968672
0.615000   39.425537  85.913086   1.971775
0.617500   39.635376  83.935547   2.005839
0.620000   39.853455  87.231445   1.957654
0.622500   40.065491  84.814453   1.997967
0.625000   40.275879  84.155273   2.011297
0.627500   40.493408  87.011719   1.969851
0.630000   40.706543  85.253906   1.999860
0.632500   40.927368  88.330078   1.955750
0.635000   41.143799  86.572266   1.985201
0.637500   41.359680  86.352539   1.991385
0.640000   41.582703  89.208984   1.951151
0.642500   41.799133  86.572266   1.993589
0.645000   42.017761  87.451172   1.982917
0.647500   42.234192  86.572266   1.998968
0.649999   42.447876  85.473633   2.018551
0.652499   42.668701  88.330078   1.977579
0.654999   42.886780  87.231445   1.996706
0.657499   43.109802  89.208984   1.969625
0.659999   43.336670  90.747070   1.949687
0.662499   43.558594  88.769531   1.981130
0.664999   43.789307  92.285156   1.932655
0.667499   44.013977  89.868164   1.969823
0.669999   44.242493  91.406250   1.949948
0.672499   44.472656  92.065430   1.942903
0.674999   44.696228  89.428711   1.983285
0.677499   44.923645  90.966797   1.963157
0.679999   45.142822  87.670898   2.013953
0.682499   45.365845  89.208984   1.993130
0.684999   45.590515  89.868164   1.985561
0.687499   45.811890  88.549805   2.007110
0.689999   46.039307  90.966797   1.973754
